"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"83032"	"TRINITY_DN45068_c2_g5_TRINITY_DN45068_c2_g5_i1_g.18469_m.18469"	"Gene.7187::TRINITY_DN45068_c2_g5_TRINITY_DN45068_c2_g5_i1_g.18469_m.18469::g.7187::m.7187"	"GAPR1_HUMAN"	39.61	154	81	4	18	166	8	154	3e-29	110	"Q9H4G4"	"reviewed"	"Golgi-associated plant pathogenesis-related protein 1 (GAPR-1) (Golgi-associated PR-1 protein) (Glioma pathogenesis-related protein 2) (GliPR 2)"	"GLIPR2 C9orf19 GAPR1"	"Homo sapiens (Human)"	154	"GO:0000139; GO:0010634; GO:0010718; GO:0042803; GO:0070062; GO:0070374"	"extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]; protein homodimerization activity [GO:0042803]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]"	"positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of ERK1 and ERK2 cascade [GO:0070374]"	"protein homodimerization activity [GO:0042803]"	"extracellular exosome [GO:0070062]; Golgi membrane [GO:0000139]"	"PTHR10334;"	"PF00188;"	"KOG3017;COG2340;"	"Eukaryota"	"Metazoa"	"Chordata"	"cellular organisms, Eukaryota, Opisthokonta, Metazoa, Eumetazoa, Bilateria, Deuterostomia, Chordata, Craniata, Vertebrata, Gnathostomata (jawed vertebrates), Teleostomi, Euteleostomi, Sarcopterygii, Dipnotetrapodomorpha, Tetrapoda, Amniota, Mammalia, Theria, Eutheria, Boreoeutheria, Euarchontoglires, Primates, Haplorrhini, Simiiformes, Catarrhini, Hominoidea (apes), Hominidae (great apes), Homininae, Homo, Homo sapiens (Human)"	"type:complete"	"len:168"	"TRINITY_DN45068_c2_g5_TRINITY_DN45068_c2_g5_i1_g.18469_m.18469:1-504(+)"	"gi"	115739571	"ref"	"XP_787249.2"	"PREDICTED: golgi-associated plant pathogenesis-related protein 1 [Strongylocentrotus purpuratus]"	62.4	149	56	0	52	498	6	154	4.3e-50	206.1
"83933"	"TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483"	"Gene.13500::TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483::g.13500::m.13500"	"MMPL7_MYCTU"	38.89	36	22	0	28	63	629	664	1.1	31.6	"P9WJU7"	"reviewed"	"Phthiocerol dimycocerosate exporter MmpL7"	"mmpL7 Rv2942 MTCY24G1.07c"	"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	920	"GO:0005887; GO:0006855; GO:0006869; GO:0009405; GO:0044119; GO:0052572; GO:0071555"	"integral component of plasma membrane [GO:0005887]; cell wall organization [GO:0071555]; drug transmembrane transport [GO:0006855]; growth of symbiont in host cell [GO:0044119]; lipid transport [GO:0006869]; pathogenesis [GO:0009405]; response to host immune response [GO:0052572]"	"cell wall organization [GO:0071555]; drug transmembrane transport [GO:0006855]; growth of symbiont in host cell [GO:0044119]; lipid transport [GO:0006869]; pathogenesis [GO:0009405]; response to host immune response [GO:0052572]"	""	"integral component of plasma membrane [GO:0005887]"	""	"PF03176;"	""	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	"type:5prime_partial"	"len:112"	"TRINITY_DN45474_c1_g2_TRINITY_DN45474_c1_g2_i1_g.19483_m.19483:1-336(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84128"	"TRINITY_DN45566_c5_g2_TRINITY_DN45566_c5_g2_i3_g.19720_m.19720"	"Gene.10943::TRINITY_DN45566_c5_g2_TRINITY_DN45566_c5_g2_i3_g.19720_m.19720::g.10943::m.10943"	"HMW1_MYCGE"	27.66	94	63	2	28	121	164	252	3	30.8	"Q49413"	"reviewed"	"Cytadherence high molecular weight protein 1 (Cytadherence accessory protein 1)"	"hmw1 MG312"	"Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)"	1139	"GO:0005886; GO:0009405; GO:0020035; GO:0033111; GO:0042995"	"attachment organelle membrane [GO:0033111]; cell projection [GO:0042995]; plasma membrane [GO:0005886]; cytoadherence to microvasculature, mediated by symbiont protein [GO:0020035]; pathogenesis [GO:0009405]"	"cytoadherence to microvasculature, mediated by symbiont protein [GO:0020035]; pathogenesis [GO:0009405]"	""	"attachment organelle membrane [GO:0033111]; cell projection [GO:0042995]; plasma membrane [GO:0005886]"	""	"PF16713;"	""	"Bacteria"	""	"Tenericutes"	"cellular organisms, Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma genitalium, Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)"	"type:3prime_partial"	"len:127"	"TRINITY_DN45566_c5_g2_TRINITY_DN45566_c5_g2_i3_g.19720_m.19720:1-378(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86446"	"TRINITY_DN46176_c1_g1_TRINITY_DN46176_c1_g1_i2_g.21499_m.21499"	"Gene.13186::TRINITY_DN46176_c1_g1_TRINITY_DN46176_c1_g1_i2_g.21499_m.21499::g.13186::m.13186"	"PSCF_PSEAE"	31.82	44	25	2	43	81	31	74	1.4	30	"P95434"	"reviewed"	"Type III export protein PscF (Pseudomonas secretion protein F)"	"pscF PA1719"	"Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"	85	"GO:0005576; GO:0008565; GO:0009405; GO:0030254; GO:0030257"	"extracellular region [GO:0005576]; type III protein secretion system complex [GO:0030257]; protein transporter activity [GO:0008565]; pathogenesis [GO:0009405]; protein secretion by the type III secretion system [GO:0030254]"	"pathogenesis [GO:0009405]; protein secretion by the type III secretion system [GO:0030254]"	"protein transporter activity [GO:0008565]"	"extracellular region [GO:0005576]; type III protein secretion system complex [GO:0030257]"	""	"PF09392;"	"ENOG41066XE;ENOG4112905;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas aeruginosa, Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1)"	"type:complete"	"len:113"	"TRINITY_DN46176_c1_g1_TRINITY_DN46176_c1_g1_i2_g.21499_m.21499:1-339(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86598"	"TRINITY_DN46283_c1_g1_TRINITY_DN46283_c1_g1_i4_g.21823_m.21823"	"Gene.16810::TRINITY_DN46283_c1_g1_TRINITY_DN46283_c1_g1_i4_g.21823_m.21823::g.16810::m.16810"	"SRAP_STAAN"	45.24	42	23	0	58	99	1169	1210	9.8	28.5	"Q7A362"	"reviewed"	"Serine-rich adhesin for platelets (Staphylococcus aureus surface protein A)"	"sraP sasA SA2447"	"Staphylococcus aureus (strain N315)"	2271	"GO:0005509; GO:0005576; GO:0005618; GO:0009405; GO:0016020"	"cell wall [GO:0005618]; extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	"calcium ion binding [GO:0005509]"	"cell wall [GO:0005618]; extracellular region [GO:0005576]; membrane [GO:0016020]"	""	"PF00746;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus, Staphylococcus aureus (strain N315)"	"type:internal"	"len:100"	"TRINITY_DN46283_c1_g1_TRINITY_DN46283_c1_g1_i4_g.21823_m.21823:1-297(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86680"	"TRINITY_DN46317_c6_g1_TRINITY_DN46317_c6_g1_i3_g.21907_m.21907"	"Gene.13668::TRINITY_DN46317_c6_g1_TRINITY_DN46317_c6_g1_i3_g.21907_m.21907::g.13668::m.13668"	"ALS7_CANAL"	30.61	49	34	0	13	61	1645	1693	3	30.4	"Q5A312"	"reviewed"	"Agglutinin-like protein 7 (Adhesin 7)"	"ALS7 ALS94 ALS95 ALS96 ALS98 CAALFM_C306320WA CaO19.7400"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	1568	"GO:0005576; GO:0005618; GO:0005886; GO:0007155; GO:0009405; GO:0031225"	"anchored component of membrane [GO:0031225]; cell wall [GO:0005618]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]; cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	"cell adhesion [GO:0007155]; pathogenesis [GO:0009405]"	""	"anchored component of membrane [GO:0031225]; cell wall [GO:0005618]; extracellular region [GO:0005576]; plasma membrane [GO:0005886]"	"PTHR33793;"	"PF05792;PF11766;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:internal"	"len:112"	"TRINITY_DN46317_c6_g1_TRINITY_DN46317_c6_g1_i3_g.21907_m.21907:1-333(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86946"	"TRINITY_DN46422_c0_g1_TRINITY_DN46422_c0_g1_i3_g.22233_m.22233"	"Gene.13510::TRINITY_DN46422_c0_g1_TRINITY_DN46422_c0_g1_i3_g.22233_m.22233::g.13510::m.13510"	"HMW1_MYCGE"	25.33	75	56	0	37	111	410	484	0.21	33.9	"Q49413"	"reviewed"	"Cytadherence high molecular weight protein 1 (Cytadherence accessory protein 1)"	"hmw1 MG312"	"Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)"	1139	"GO:0005886; GO:0009405; GO:0020035; GO:0033111; GO:0042995"	"attachment organelle membrane [GO:0033111]; cell projection [GO:0042995]; plasma membrane [GO:0005886]; cytoadherence to microvasculature, mediated by symbiont protein [GO:0020035]; pathogenesis [GO:0009405]"	"cytoadherence to microvasculature, mediated by symbiont protein [GO:0020035]; pathogenesis [GO:0009405]"	""	"attachment organelle membrane [GO:0033111]; cell projection [GO:0042995]; plasma membrane [GO:0005886]"	""	"PF16713;"	""	"Bacteria"	""	"Tenericutes"	"cellular organisms, Bacteria, Terrabacteria group, Tenericutes, Mollicutes, Mycoplasmatales, Mycoplasmataceae, Mycoplasma, Mycoplasma genitalium, Mycoplasma genitalium (strain ATCC 33530 / G-37 / NCTC 10195)"	"type:complete"	"len:112"	"TRINITY_DN46422_c0_g1_TRINITY_DN46422_c0_g1_i3_g.22233_m.22233:1-336(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"87312"	"TRINITY_DN46569_c3_g4_TRINITY_DN46569_c3_g4_i1_g.22681_m.22681"	"Gene.8438::TRINITY_DN46569_c3_g4_TRINITY_DN46569_c3_g4_i1_g.22681_m.22681::g.8438::m.8438"	"CR4AA_BACTI"	29.82	57	40	0	61	117	257	313	0.47	33.9	"P16480"	"reviewed"	"Pesticidal crystal protein Cry4Aa (135 kDa crystal protein) (Crystaline entomocidal protoxin) (Insecticidal delta-endotoxin CryIVA(a))"	"cry4Aa cryIVA(a) isrH4"	"Bacillus thuringiensis subsp. israelensis"	1180	"GO:0006952; GO:0009405; GO:0030435"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	"defense response [GO:0006952]; pathogenesis [GO:0009405]; sporulation resulting in formation of a cellular spore [GO:0030435]"	""	""	""	"PF03944;PF00555;PF03945;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, Bacillus cereus group, Bacillus thuringiensis, Bacillus thuringiensis subsp. israelensis"	"type:3prime_partial"	"len:152"	"TRINITY_DN46569_c3_g4_TRINITY_DN46569_c3_g4_i1_g.22681_m.22681:1-453(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"88415"	"TRINITY_DN46940_c0_g1_TRINITY_DN46940_c0_g1_i3_g.24018_m.24018"	"Gene.2205::TRINITY_DN46940_c0_g1_TRINITY_DN46940_c0_g1_i3_g.24018_m.24018::g.2205::m.2205"	"CHS3_CANAX"	23.44	64	48	1	4	67	1050	1112	8.8	29.3	"P30573"	"reviewed"	"Chitin synthase 3 (EC 2.4.1.16) (Chitin-UDP acetyl-glucosaminyl transferase 3) (Class-IV chitin synthase 3)"	"CHS3"	"Candida albicans (Yeast)"	1213	"GO:0004100; GO:0005886; GO:0006038; GO:0009405; GO:0016021; GO:0030428; GO:0030448; GO:0071260; GO:0071555"	"cell septum [GO:0030428]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; chitin synthase activity [GO:0004100]; cell wall chitin biosynthetic process [GO:0006038]; cell wall organization [GO:0071555]; cellular response to mechanical stimulus [GO:0071260]; hyphal growth [GO:0030448]; pathogenesis [GO:0009405]"	"cellular response to mechanical stimulus [GO:0071260]; cell wall chitin biosynthetic process [GO:0006038]; cell wall organization [GO:0071555]; hyphal growth [GO:0030448]; pathogenesis [GO:0009405]"	"chitin synthase activity [GO:0004100]"	"cell septum [GO:0030428]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	"PTHR22914;"	""	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast)"	"type:5prime_partial"	"len:117"	"TRINITY_DN46940_c0_g1_TRINITY_DN46940_c0_g1_i3_g.24018_m.24018:1086-736(-)"	"gi"	919004512	"ref"	"XP_013379994.1"	"PREDICTED: exonuclease 3'-5' domain-containing protein 1-like [Lingula anatina]"	42	312	156	7	73	957	17	320	4.3e-55	223.8
"88633"	"TRINITY_DN47052_c2_g1_TRINITY_DN47052_c2_g1_i4_g.24443_m.24443"	"Gene.14022::TRINITY_DN47052_c2_g1_TRINITY_DN47052_c2_g1_i4_g.24443_m.24443::g.14022::m.14022"	"CHOD_MYCTU"	32.65	49	30	1	13	61	389	434	2.1	30.8	"P9WMV9"	"reviewed"	"Cholesterol oxidase (EC 1.1.3.6) (Cholesterol isomerase) (EC 5.3.3.1)"	"choD Rv3409c"	"Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	578	"GO:0004769; GO:0006694; GO:0008203; GO:0009405; GO:0016995"	"cholesterol oxidase activity [GO:0016995]; steroid delta-isomerase activity [GO:0004769]; cholesterol metabolic process [GO:0008203]; pathogenesis [GO:0009405]; steroid biosynthetic process [GO:0006694]"	"cholesterol metabolic process [GO:0008203]; pathogenesis [GO:0009405]; steroid biosynthetic process [GO:0006694]"	"cholesterol oxidase activity [GO:0016995]; steroid delta-isomerase activity [GO:0004769]"	""	""	"PF05199;"	"ENOG4105C1T;COG2303;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium tuberculosis, Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)"	"type:complete"	"len:110"	"TRINITY_DN47052_c2_g1_TRINITY_DN47052_c2_g1_i4_g.24443_m.24443:1-330(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"89246"	"TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189"	"Gene.105::TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189::g.105::m.105"	"PLD_ARCHD"	51.72	29	14	0	63	91	148	176	1.4	33.1	"Q59121"	"reviewed"	"Phospholipase D (EC 3.1.4.4) (Choline phosphatase) (PLD-A)"	"pld Arch_1099"	"Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / NBRC 15585 / NCTC 8452 / 11018)"	309	"GO:0004630; GO:0009405; GO:0016042; GO:0070290"	"N-acylphosphatidylethanolamine-specific phospholipase D activity [GO:0070290]; phospholipase D activity [GO:0004630]; lipid catabolic process [GO:0016042]; pathogenesis [GO:0009405]"	"lipid catabolic process [GO:0016042]; pathogenesis [GO:0009405]"	"N-acylphosphatidylethanolamine-specific phospholipase D activity [GO:0070290]; phospholipase D activity [GO:0004630]"	""	""	""	"ENOG4106KRW;ENOG4111H9B;"	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Actinomycetales, Actinomycetaceae, Arcanobacterium, Arcanobacterium haemolyticum (Corynebacterium haemolyticum), Arcanobacterium haemolyticum (strain ATCC 9345 / DSM 20595 / NBRC 15585 / NCTC 8452 / 11018)"	"type:complete"	"len:199"	"TRINITY_DN47251_c0_g1_TRINITY_DN47251_c0_g1_i1_g.25189_m.25189:3738-3142(-)"	"gi"	585651140	"ref"	"XP_006814699.1"	"PREDICTED: uncharacterized protein LOC102802502 [Saccoglossus kowalevskii]"	24.6	703	381	31	850	2871	223	805	1.4e-39	174.5
"95971"	"TRINITY_DN48322_c0_g1_TRINITY_DN48322_c0_g1_i1_g.25825_m.25825"	"Gene.11535::TRINITY_DN48322_c0_g1_TRINITY_DN48322_c0_g1_i1_g.25825_m.25825::g.11535::m.11535"	"SOD5_CANAL"	31.25	96	56	5	27	120	42	129	4e-04	41.6	"Q5AD07"	"reviewed"	"Cell surface Cu-only superoxide dismutase 5 (EC 1.15.1.1) (Predicted GPI-anchored protein 3)"	"SOD5 PGA3 SOD31 CAALFM_C200680CA CaO19.2060 CaO19.9607"	"Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	228	"GO:0004784; GO:0005507; GO:0005576; GO:0006801; GO:0009277; GO:0009405; GO:0009986; GO:0020012; GO:0030446; GO:0031225; GO:0034599; GO:0052059; GO:0071451"	"anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; hyphal cell wall [GO:0030446]; copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]; cellular response to oxidative stress [GO:0034599]; cellular response to superoxide [GO:0071451]; evasion or tolerance by symbiont of host-produced reactive oxygen species [GO:0052059]; evasion or tolerance of host immune response [GO:0020012]; pathogenesis [GO:0009405]; superoxide metabolic process [GO:0006801]"	"cellular response to oxidative stress [GO:0034599]; cellular response to superoxide [GO:0071451]; evasion or tolerance by symbiont of host-produced reactive oxygen species [GO:0052059]; evasion or tolerance of host immune response [GO:0020012]; pathogenesis [GO:0009405]; superoxide metabolic process [GO:0006801]"	"copper ion binding [GO:0005507]; superoxide dismutase activity [GO:0004784]"	"anchored component of membrane [GO:0031225]; cell surface [GO:0009986]; extracellular region [GO:0005576]; fungal-type cell wall [GO:0009277]; hyphal cell wall [GO:0030446]"	""	"PF00080;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Saccharomycotina (true yeasts), Saccharomycetes, Saccharomycetales (budding yeasts), Debaryomycetaceae, Candida/Lodderomyces clade, Candida, Candida albicans (Yeast), Candida albicans (strain SC5314 / ATCC MYA-2876) (Yeast)"	"type:internal"	"len:123"	"TRINITY_DN48322_c0_g1_TRINITY_DN48322_c0_g1_i1_g.25825_m.25825:1-366(+)"	"gi"	291228637	"ref"	"XP_002734284.1"	"PREDICTED: uncharacterized protein LOC100377119, partial [Saccoglossus kowalevskii]"	46.7	120	63	1	7	366	600	718	8.6e-24	118.2
"96022"	"TRINITY_DN48583_c0_g1_TRINITY_DN48583_c0_g1_i1_g.25871_m.25871"	"Gene.8483::TRINITY_DN48583_c0_g1_TRINITY_DN48583_c0_g1_i1_g.25871_m.25871::g.8483::m.8483"	"VRPR_SALTY"	36	50	28	2	4	52	134	180	1.9	30.8	"P13041"	"reviewed"	"Virulence genes transcriptional activator"	"mkaC mkfC spvR vagA PSLT041"	"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	297	"GO:0003677; GO:0003700; GO:0005737; GO:0006351; GO:0006355; GO:0009405"	"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	"pathogenesis [GO:0009405]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]"	"DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]"	"cytoplasm [GO:0005737]"	""	"PF00126;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella choleraesuis, Salmonella enterica I, Salmonella typhimurium, Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	"type:5prime_partial"	"len:112"	"TRINITY_DN48583_c0_g1_TRINITY_DN48583_c0_g1_i1_g.25871_m.25871:450-115(-)"	"gi"	780134490	"ref"	"XP_011679782.1"	"PREDICTED: N-acetylglucosamine-6-sulfatase [Strongylocentrotus purpuratus]"	73.3	150	40	0	1	450	74	223	1.8e-63	250.4
"96243"	"TRINITY_DN49426_c0_g1_TRINITY_DN49426_c0_g1_i1_g.25991_m.25991"	"Gene.13318::TRINITY_DN49426_c0_g1_TRINITY_DN49426_c0_g1_i1_g.25991_m.25991::g.13318::m.13318"	"NRPS1_ASPFU"	32.31	65	40	2	40	104	376	436	4	30	"Q4WT66"	"reviewed"	"Nonribosomal peptide synthetase 1 (EC 6.3.2.-)"	"NRPS1 pes1 pesB AFUA_1G10380"	"Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)"	6269	"GO:0008152; GO:0009405; GO:0016853; GO:0016874; GO:0031177"	"isomerase activity [GO:0016853]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]; metabolic process [GO:0008152]; pathogenesis [GO:0009405]"	"metabolic process [GO:0008152]; pathogenesis [GO:0009405]"	"isomerase activity [GO:0016853]; ligase activity [GO:0016874]; phosphopantetheine binding [GO:0031177]"	""	""	"PF00501;PF00668;PF00550;"	""	"Eukaryota"	"Fungi"	"Ascomycota"	"cellular organisms, Eukaryota, Opisthokonta, Fungi, Dikarya, Ascomycota, saccharomyceta, Pezizomycotina, leotiomyceta, Eurotiomycetes, Eurotiomycetidae, Eurotiales (green and blue molds), Aspergillaceae, Aspergillus, Neosartorya fumigata (Aspergillus fumigatus), Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSC A1100) (Aspergillus fumigatus)"	"type:internal"	"len:113"	"TRINITY_DN49426_c0_g1_TRINITY_DN49426_c0_g1_i1_g.25991_m.25991:1-336(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"100258"	"TRINITY_DN50974_c0_g1_TRINITY_DN50974_c0_g1_i1_g.26194_m.26194"	"Gene.9051::TRINITY_DN50974_c0_g1_TRINITY_DN50974_c0_g1_i1_g.26194_m.26194::g.9051::m.9051"	"CTX_PSEAI"	21.43	70	55	0	64	133	88	157	0.011	38.1	"P14608"	"reviewed"	"Cytotoxin (Leucocidin)"	"ctx"	"Pseudomonas aeruginosa"	286	"GO:0005576; GO:0009405"	"extracellular region [GO:0005576]; pathogenesis [GO:0009405]"	"pathogenesis [GO:0009405]"	""	"extracellular region [GO:0005576]"	""	"PF03318;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudomonadaceae, Pseudomonas, Pseudomonas aeruginosa group, Pseudomonas aeruginosa"	"type:internal"	"len:144"	"TRINITY_DN50974_c0_g1_TRINITY_DN50974_c0_g1_i1_g.26194_m.26194:1-429(+)"	"gi"	926644761	"ref"	"XP_013788658.1"	"PREDICTED: uncharacterized protein LOC106472552 [Limulus polyphemus]"	29.9	144	100	1	1	429	65	208	1e-15	91.7
