"trinID"	"orfID"	"uniprotID"	"up.perct.id"	"up.alignment.length"	"up.mistmatches"	"up.gap.openings"	"up.q.start"	"up.q.end"	"up.s.start"	"up.s.end"	"up.e.value"	"up.bit.score"	"Entry"	"Status"	"Protein.names"	"Gene.names"	"Organism"	"Length"	"Gene.ontology.IDs"	"Gene.ontology..GO."	"Gene.ontology..biological.process."	"Gene.ontology..molecular.function."	"Gene.ontology..cellular.component."	"Cross.reference..PANTHER."	"Cross.reference..Pfam."	"Cross.reference..eggNOG."	"Taxonomic.lineage..SUPERKINGDOM."	"Taxonomic.lineage..KINGDOM."	"Taxonomic.lineage..PHYLUM."	"Taxonomic.lineage..all."	"type"	"len"	"strand"	"GI"	"Ginum"	"db"	"seqID"	"nr.annotation"	"nr.perct.id"	"nr.alignment.length"	"nr.mistmatches"	"nr.gap.openings"	"nr.q.start"	"nr.q.end"	"nr.s.start"	"nr.s.end"	"nr.e.value"	"nr.bit.score"
"84369"	"TRINITY_DN45626_c3_g1_TRINITY_DN45626_c3_g1_i2_g.19883_m.19883"	"Gene.11183::TRINITY_DN45626_c3_g1_TRINITY_DN45626_c3_g1_i2_g.19883_m.19883::g.11183::m.11183"	"Y3436_MYCBO"	35.9	39	21	1	11	45	193	231	2.9	30.8	"Q7TWJ6"	"reviewed"	"Protein Mb3436c"	"Mb3436c"	"Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)"	412	"GO:0003824"	"catalytic activity [GO:0003824]"	""	"catalytic activity [GO:0003824]"	""	""	"PF01041;"	""	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Corynebacteriales, Mycobacteriaceae, Mycobacterium, Mycobacterium tuberculosis complex, Mycobacterium bovis, Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)"	"type:5prime_partial"	"len:124"	"TRINITY_DN45626_c3_g1_TRINITY_DN45626_c3_g1_i2_g.19883_m.19883:1-372(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84387"	"TRINITY_DN45642_c2_g1_TRINITY_DN45642_c2_g1_i1_g.19907_m.19907"	"Gene.15106::TRINITY_DN45642_c2_g1_TRINITY_DN45642_c2_g1_i1_g.19907_m.19907::g.15106::m.15106"	"PANB_LEGPC"	36.36	55	30	2	35	89	15	64	0.14	33.9	"A5IAR5"	"reviewed"	"3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)"	"panB LPC_0478"	"Legionella pneumophila (strain Corby)"	262	"GO:0003864; GO:0005737; GO:0015940; GO:0046872"	"cytoplasm [GO:0005737]; 3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; metal ion binding [GO:0046872]; pantothenate biosynthetic process [GO:0015940]"	"pantothenate biosynthetic process [GO:0015940]"	"3-methyl-2-oxobutanoate hydroxymethyltransferase activity [GO:0003864]; metal ion binding [GO:0046872]"	"cytoplasm [GO:0005737]"	"PTHR20881;"	"PF02548;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Legionellales, Legionellaceae, Legionella, Legionella pneumophila, Legionella pneumophila (strain Corby)"	"type:5prime_partial"	"len:105"	"TRINITY_DN45642_c2_g1_TRINITY_DN45642_c2_g1_i1_g.19907_m.19907:1-315(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84388"	"TRINITY_DN45644_c3_g1_TRINITY_DN45644_c3_g1_i1_g.19908_m.19908"	"Gene.10784::TRINITY_DN45644_c3_g1_TRINITY_DN45644_c3_g1_i1_g.19908_m.19908::g.10784::m.10784"	"Y1630_DESHY"	32.86	70	41	1	9	72	173	242	0.026	37	"Q24X23"	"reviewed"	"UPF0182 protein DSY1630"	"DSY1630"	"Desulfitobacterium hafniense (strain Y51)"	960	"GO:0005886; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	""	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	""	"PF03699;"	"ENOG4105DJZ;COG1615;"	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Clostridia, Clostridiales, Peptococcaceae, Desulfitobacterium, Desulfitobacterium hafniense (Desulfitobacterium frappieri), Desulfitobacterium hafniense (strain Y51)"	"type:5prime_partial"	"len:127"	"TRINITY_DN45644_c3_g1_TRINITY_DN45644_c3_g1_i1_g.19908_m.19908:1-381(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84392"	"TRINITY_DN45652_c1_g1_TRINITY_DN45652_c1_g1_i7_g.19917_m.19917"	"Gene.9276::TRINITY_DN45652_c1_g1_TRINITY_DN45652_c1_g1_i7_g.19917_m.19917::g.9276::m.9276"	"CCS1_SYNPX"	32.43	37	25	0	85	121	274	310	2.6	31.6	"Q7U8Y8"	"reviewed"	"Cytochrome c biogenesis protein CcsB"	"ccsB ccs1 SYNW0471"	"Synechococcus sp. (strain WH8102)"	432	"GO:0016021; GO:0017004; GO:0042651"	"integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651]; cytochrome complex assembly [GO:0017004]"	"cytochrome complex assembly [GO:0017004]"	""	"integral component of membrane [GO:0016021]; thylakoid membrane [GO:0042651]"	""	"PF05140;"	"ENOG4105EBH;COG1333;"	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus sp. (strain WH8102)"	"type:5prime_partial"	"len:141"	"TRINITY_DN45652_c1_g1_TRINITY_DN45652_c1_g1_i7_g.19917_m.19917:1-423(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84394"	"TRINITY_DN45653_c2_g1_TRINITY_DN45653_c2_g1_i3_g.19922_m.19922"	"Gene.6023::TRINITY_DN45653_c2_g1_TRINITY_DN45653_c2_g1_i3_g.19922_m.19922::g.6023::m.6023"	"NADK_IDILO"	44.74	38	21	0	34	71	215	252	1.3	32	"Q5QXM6"	"reviewed"	"NAD kinase (EC 2.7.1.23) (ATP-dependent NAD kinase)"	"nadK IL0988"	"Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)"	292	"GO:0003951; GO:0005524; GO:0005737; GO:0006741; GO:0019674"	"cytoplasm [GO:0005737]; ATP binding [GO:0005524]; NAD+ kinase activity [GO:0003951]; NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]"	"NAD metabolic process [GO:0019674]; NADP biosynthetic process [GO:0006741]"	"ATP binding [GO:0005524]; NAD+ kinase activity [GO:0003951]"	"cytoplasm [GO:0005737]"	"PTHR20275;"	"PF01513;"	"ENOG4105F91;COG0061;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Alteromonadales, Idiomarinaceae, Idiomarina, Idiomarina loihiensis, Idiomarina loihiensis (strain ATCC BAA-735 / DSM 15497 / L2-TR)"	"type:5prime_partial"	"len:128"	"TRINITY_DN45653_c2_g1_TRINITY_DN45653_c2_g1_i3_g.19922_m.19922:572-189(-)"	"gi"	156384920	"ref"	"XP_001633380.1"	"predicted protein [Nematostella vectensis]"	47.1	187	90	4	28	570	5	188	8.7e-39	168.7
"84397"	"TRINITY_DN45657_c0_g1_TRINITY_DN45657_c0_g1_i1_g.19928_m.19928"	"Gene.8275::TRINITY_DN45657_c0_g1_TRINITY_DN45657_c0_g1_i1_g.19928_m.19928::g.8275::m.8275"	"UXUA_STRP7"	29.69	64	36	2	36	99	150	204	9.5	28.9	"C1CAV6"	"reviewed"	"Mannonate dehydratase (EC 4.2.1.8) (D-mannonate hydro-lyase)"	"uxuA SP70585_2237"	"Streptococcus pneumoniae (strain 70585)"	366	"GO:0006064; GO:0008927"	"mannonate dehydratase activity [GO:0008927]; glucuronate catabolic process [GO:0006064]"	"glucuronate catabolic process [GO:0006064]"	"mannonate dehydratase activity [GO:0008927]"	""	"PTHR30387:SF3;"	"PF03786;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Lactobacillales, Streptococcaceae, Streptococcus, Streptococcus pneumoniae, Streptococcus pneumoniae (strain 70585)"	"type:5prime_partial"	"len:107"	"TRINITY_DN45657_c0_g1_TRINITY_DN45657_c0_g1_i1_g.19928_m.19928:3-323(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84407"	"TRINITY_DN45662_c3_g2_TRINITY_DN45662_c3_g2_i1_g.19950_m.19950"	"Gene.12479::TRINITY_DN45662_c3_g2_TRINITY_DN45662_c3_g2_i1_g.19950_m.19950::g.12479::m.12479"	"LPXB_THICR"	42.31	52	24	3	58	105	35	84	6.4	29.6	"Q31G55"	"reviewed"	"Lipid-A-disaccharide synthase (EC 2.4.1.182)"	"lpxB Tcr_1273"	"Thiomicrospira crunogena (strain XCL-2)"	376	"GO:0008915; GO:0009245"	"lipid-A-disaccharide synthase activity [GO:0008915]; lipid A biosynthetic process [GO:0009245]"	"lipid A biosynthetic process [GO:0009245]"	"lipid-A-disaccharide synthase activity [GO:0008915]"	""	"PTHR30372;"	"PF02684;"	"ENOG4105D0V;COG0763;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Thiotrichales, Piscirickettsiaceae, Thiomicrospira, Thiomicrospira crunogena, Thiomicrospira crunogena (strain XCL-2)"	"type:5prime_partial"	"len:117"	"TRINITY_DN45662_c3_g2_TRINITY_DN45662_c3_g2_i1_g.19950_m.19950:1-351(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84409"	"TRINITY_DN45666_c4_g1_TRINITY_DN45666_c4_g1_i1_g.19955_m.19955"	"Gene.11799::TRINITY_DN45666_c4_g1_TRINITY_DN45666_c4_g1_i1_g.19955_m.19955::g.11799::m.11799"	"YDEF_THETH"	27.97	118	69	4	5	107	19	135	2.8	30.4	"P43521"	"reviewed"	"YbbR-like domain-containing protein in def 5'region (Fragment)"	""	"Thermus thermophilus"	149	""	""	""	""	""	""	""	""	"Bacteria"	""	"Deinococcus-Thermus"	"cellular organisms, Bacteria, Terrabacteria group, Deinococcus-Thermus, Deinococci, Thermales, Thermaceae, Thermus, Thermus thermophilus"	"type:complete"	"len:121"	"TRINITY_DN45666_c4_g1_TRINITY_DN45666_c4_g1_i1_g.19955_m.19955:1-363(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84412"	"TRINITY_DN45669_c1_g1_TRINITY_DN45669_c1_g1_i4_g.19961_m.19961"	"Gene.15715::TRINITY_DN45669_c1_g1_TRINITY_DN45669_c1_g1_i4_g.19961_m.19961::g.15715::m.15715"	"NTCA_SYNE7"	29.58	71	48	2	3	73	14	82	0.17	33.5	"P29283"	"reviewed"	"Global nitrogen regulator"	"ntcA Synpcc7942_0127"	"Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)"	222	"GO:0003677; GO:0003700; GO:0005622; GO:0006351"	"intracellular [GO:0005622]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription, DNA-templated [GO:0006351]"	"transcription, DNA-templated [GO:0006351]"	"DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]"	"intracellular [GO:0005622]"	""	"PF00027;PF13545;"	"ENOG4107RU9;ENOG410XVK4;"	"Bacteria"	""	"Cyanobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Cyanobacteria/Melainabacteria group, Cyanobacteria, Synechococcales, Synechococcaceae, Synechococcus, Synechococcus elongatus, Synechococcus elongatus (strain PCC 7942) (Anacystis nidulans R2)"	"type:complete"	"len:103"	"TRINITY_DN45669_c1_g1_TRINITY_DN45669_c1_g1_i4_g.19961_m.19961:1-309(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84414"	"TRINITY_DN45670_c0_g1_TRINITY_DN45670_c0_g1_i4_g.19965_m.19965"	"Gene.10503::TRINITY_DN45670_c0_g1_TRINITY_DN45670_c0_g1_i4_g.19965_m.19965::g.10503::m.10503"	"NEUO_ECOK1"	39.39	66	40	0	43	108	16	81	0.01	37.7	"A1ADJ6"	"reviewed"	"Polysialic acid O-acetyltransferase (EC 2.3.1.136) (Capsule O-acetyl transferase)"	"neuO APECO1_4217"	"Escherichia coli O1:K1 / APEC"	307	"GO:0050208; GO:0070207"	"polysialic-acid O-acetyltransferase activity [GO:0050208]; protein homotrimerization [GO:0070207]"	"protein homotrimerization [GO:0070207]"	"polysialic-acid O-acetyltransferase activity [GO:0050208]"	""	""	"PF00132;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Escherichia, Escherichia coli, Escherichia coli O1:K1 / APEC"	"type:complete"	"len:129"	"TRINITY_DN45670_c0_g1_TRINITY_DN45670_c0_g1_i4_g.19965_m.19965:1-387(+)"	"gi"	170050511	"ref"	"XP_001861344.1"	"conserved hypothetical protein [Culex quinquefasciatus]"	38.7	62	38	0	134	319	29	90	5.9e-15	89
"84513"	"TRINITY_DN45676_c0_g1_TRINITY_DN45676_c0_g1_i6_g.19994_m.19994"	"Gene.8632::TRINITY_DN45676_c0_g1_TRINITY_DN45676_c0_g1_i6_g.19994_m.19994::g.8632::m.8632"	"Y755_GLUOX"	29.17	120	57	3	48	145	543	656	1.1	32.7	"O05543"	"reviewed"	"Uncharacterized transporter GOX0755"	"GOX0755"	"Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)"	739	"GO:0005886; GO:0006810; GO:0016021"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; transport [GO:0006810]"	"transport [GO:0006810]"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	""	"PF04632;"	"ENOG4105DSW;COG1289;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rhodospirillales, Acetobacteraceae, Gluconobacter, Gluconobacter oxydans (Gluconobacter suboxydans), Gluconobacter oxydans (strain 621H) (Gluconobacter suboxydans)"	"type:5prime_partial"	"len:148"	"TRINITY_DN45676_c0_g1_TRINITY_DN45676_c0_g1_i6_g.19994_m.19994:1-444(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84516"	"TRINITY_DN45678_c1_g2_TRINITY_DN45678_c1_g2_i1_g.19977_m.19977"	"Gene.15544::TRINITY_DN45678_c1_g2_TRINITY_DN45678_c1_g2_i1_g.19977_m.19977::g.15544::m.15544"	"MQO1_STAAW"	25.58	43	32	0	42	84	369	411	4.9	29.6	"P65423"	"reviewed"	"Probable malate:quinone oxidoreductase 1 (EC 1.1.5.4) (MQO 1) (Malate dehydrogenase [quinone] 1)"	"mqo1 MW2286"	"Staphylococcus aureus (strain MW2)"	492	"GO:0006099; GO:0008924; GO:0052589"	"malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; tricarboxylic acid cycle [GO:0006099]"	"tricarboxylic acid cycle [GO:0006099]"	"malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]"	""	"PTHR13847:SF224;"	"PF06039;"	""	"Bacteria"	""	"Firmicutes"	"cellular organisms, Bacteria, Terrabacteria group, Firmicutes, Bacilli, Bacillales, Staphylococcaceae, Staphylococcus, Staphylococcus aureus, Staphylococcus aureus subsp. aureus, Staphylococcus aureus (strain MW2)"	"type:complete"	"len:103"	"TRINITY_DN45678_c1_g2_TRINITY_DN45678_c1_g2_i1_g.19977_m.19977:1-309(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84528"	"TRINITY_DN45688_c0_g1_TRINITY_DN45688_c0_g1_i1_g.20033_m.20033"	"Gene.11324::TRINITY_DN45688_c0_g1_TRINITY_DN45688_c0_g1_i1_g.20033_m.20033::g.11324::m.11324"	"SYR_RICAH"	27.27	77	53	2	15	91	433	506	3.6	30.4	"A8GM09"	"reviewed"	"Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)"	"argS A1C_00505"	"Rickettsia akari (strain Hartford)"	576	"GO:0004814; GO:0005524; GO:0005737; GO:0006420"	"cytoplasm [GO:0005737]; arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; arginyl-tRNA aminoacylation [GO:0006420]"	"arginyl-tRNA aminoacylation [GO:0006420]"	"arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]"	"cytoplasm [GO:0005737]"	"PTHR11956;"	"PF03485;PF05746;PF00750;"	"ENOG4105C75;COG0018;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Alphaproteobacteria, Rickettsiales, Rickettsiaceae, Rickettsieae, Rickettsia, spotted fever group, Rickettsia akari, Rickettsia akari (strain Hartford)"	"type:complete"	"len:123"	"TRINITY_DN45688_c0_g1_TRINITY_DN45688_c0_g1_i1_g.20033_m.20033:1-369(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84532"	"TRINITY_DN45688_c2_g2_TRINITY_DN45688_c2_g2_i1_g.20040_m.20040"	"Gene.7991::TRINITY_DN45688_c2_g2_TRINITY_DN45688_c2_g2_i1_g.20040_m.20040::g.7991::m.7991"	"GLMM_BIFLS"	32.63	95	52	4	44	138	5	87	0.33	34.3	"B7GUF2"	"reviewed"	"Phosphoglucosamine mutase (EC 5.4.2.10)"	"glmM Blon_2031 BLIJ_2109"	"Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)"	461	"GO:0000287; GO:0005975; GO:0008966"	"magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]; carbohydrate metabolic process [GO:0005975]"	"carbohydrate metabolic process [GO:0005975]"	"magnesium ion binding [GO:0000287]; phosphoglucosamine mutase activity [GO:0008966]"	""	""	"PF02878;PF02879;PF02880;PF00408;"	""	"Bacteria"	""	"Actinobacteria"	"cellular organisms, Bacteria, Terrabacteria group, Actinobacteria, Actinobacteria (high G+C Gram-positive bacteria), Bifidobacteriales, Bifidobacteriaceae, Bifidobacterium, Bifidobacterium longum, Bifidobacterium longum subsp. infantis, Bifidobacterium longum subsp. infantis (strain ATCC 15697 / DSM 20088 / JCM 1222 / NCTC 11817 / S12)"	"type:3prime_partial"	"len:158"	"TRINITY_DN45688_c2_g2_TRINITY_DN45688_c2_g2_i1_g.20040_m.20040:1-471(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84554"	"TRINITY_DN45697_c0_g1_TRINITY_DN45697_c0_g1_i1_g.20079_m.20079"	"Gene.9280::TRINITY_DN45697_c0_g1_TRINITY_DN45697_c0_g1_i1_g.20079_m.20079::g.9280::m.9280"	"PRTA_PHOAZ"	33.33	63	31	3	44	101	61	117	3.5	30	"P82115"	"reviewed"	"Serralysin (EC 3.4.24.40) (Protease PrtA) (Secreted alkaline metalloproteinase)"	"prtA"	"Photorhabdus sp. (strain Az29)"	483	"GO:0004222; GO:0005509; GO:0005615; GO:0008270"	"extracellular space [GO:0005615]; calcium ion binding [GO:0005509]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"	""	"calcium ion binding [GO:0005509]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]"	"extracellular space [GO:0005615]"	""	"PF08548;"	""	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Morganellaceae, Photorhabdus, Photorhabdus sp. (strain Az29)"	"type:5prime_partial"	"len:105"	"TRINITY_DN45697_c0_g1_TRINITY_DN45697_c0_g1_i1_g.20079_m.20079:422-108(-)"	"gi"	780087721	"ref"	"XP_011673628.1"	"PREDICTED: lymphoid-specific helicase-like [Strongylocentrotus purpuratus]"	86.5	111	15	0	1	333	135	245	1.7e-47	197.2
"84557"	"TRINITY_DN45700_c3_g1_TRINITY_DN45700_c3_g1_i2_g.20083_m.20083"	"Gene.13505::TRINITY_DN45700_c3_g1_TRINITY_DN45700_c3_g1_i2_g.20083_m.20083::g.13505::m.13505"	"PLSX_ARCB4"	26.32	76	43	3	44	110	194	265	1.9	30.8	"A8ERJ5"	"reviewed"	"Phosphate acyltransferase (EC 2.3.1.n2) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)"	"plsX Abu_0294"	"Arcobacter butzleri (strain RM4018)"	333	"GO:0005737; GO:0006633; GO:0008654; GO:0016616; GO:0016747"	"cytoplasm [GO:0005737]; oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]; fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]"	"fatty acid biosynthetic process [GO:0006633]; phospholipid biosynthetic process [GO:0008654]"	"oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor [GO:0016616]; transferase activity, transferring acyl groups other than amino-acyl groups [GO:0016747]"	"cytoplasm [GO:0005737]"	""	"PF02504;"	"ENOG4105C6B;COG0416;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, delta/epsilon subdivisions, Epsilonproteobacteria, Campylobacterales, Campylobacteraceae, Arcobacter, Arcobacter butzleri, Arcobacter butzleri (strain RM4018)"	"type:complete"	"len:112"	"TRINITY_DN45700_c3_g1_TRINITY_DN45700_c3_g1_i2_g.20083_m.20083:1-336(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84663"	"TRINITY_DN45731_c1_g1_TRINITY_DN45731_c1_g1_i1_g.20127_m.20127"	"Gene.5778::TRINITY_DN45731_c1_g1_TRINITY_DN45731_c1_g1_i1_g.20127_m.20127::g.5778::m.5778"	"HMU_HALWD"	27.73	119	75	3	18	129	8382	8496	2e-05	48.1	"Q18DN4"	"reviewed"	"Halomucin"	"hmu HQ_1081A"	"Haloquadratum walsbyi (strain DSM 16790 / HBSQ001)"	9159	"GO:0005509; GO:0005576; GO:0007156; GO:0016020; GO:0030246"	"extracellular region [GO:0005576]; membrane [GO:0016020]; calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]; homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]"	"homophilic cell adhesion via plasma membrane adhesion molecules [GO:0007156]"	"calcium ion binding [GO:0005509]; carbohydrate binding [GO:0030246]"	"extracellular region [GO:0005576]; membrane [GO:0016020]"	""	"PF07581;"	"arCOG07534;arCOG07873;COG3210;ENOG411285U;"	"Archaea"	""	"Euryarchaeota"	"cellular organisms, Archaea, Euryarchaeota, Halobacteria, Haloferacales, Haloferacaceae, Haloquadratum, Haloquadratum walsbyi, Haloquadratum walsbyi (strain DSM 16790 / HBSQ001)"	"type:5prime_partial"	"len:197"	"TRINITY_DN45731_c1_g1_TRINITY_DN45731_c1_g1_i1_g.20127_m.20127:1-591(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84668"	"TRINITY_DN45731_c1_g2_TRINITY_DN45731_c1_g2_i1_g.20128_m.20128"	"Gene.12773::TRINITY_DN45731_c1_g2_TRINITY_DN45731_c1_g2_i1_g.20128_m.20128::g.12773::m.12773"	"SECM_KLEP7"	21.49	121	78	4	1	104	34	154	0.08	34.7	"A6T4P0"	"reviewed"	"Secretion monitor"	"secM KPN78578_01000 KPN_00101"	"Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)"	165	"GO:0005829; GO:0042597; GO:0045182"	"cytosol [GO:0005829]; periplasmic space [GO:0042597]; translation regulator activity [GO:0045182]"	""	"translation regulator activity [GO:0045182]"	"cytosol [GO:0005829]; periplasmic space [GO:0042597]"	""	"PF06558;"	"ENOG4106Q9Y;ENOG410YGD8;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Klebsiella, Klebsiella pneumoniae, Klebsiella pneumoniae subsp. pneumoniae, Klebsiella pneumoniae subsp. pneumoniae (strain ATCC 700721 / MGH 78578)"	"type:3prime_partial"	"len:116"	"TRINITY_DN45731_c1_g2_TRINITY_DN45731_c1_g2_i1_g.20128_m.20128:1-345(+)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"84670"	"TRINITY_DN45733_c1_g2_TRINITY_DN45733_c1_g2_i1_g.20130_m.20130"	"Gene.2461::TRINITY_DN45733_c1_g2_TRINITY_DN45733_c1_g2_i1_g.20130_m.20130::g.2461::m.2461"	"FLHA_SALTY"	28.79	66	44	1	4	66	512	577	0.83	31.6	"P40729"	"reviewed"	"Flagellar biosynthesis protein FlhA"	"flhA STM1913"	"Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	692	"GO:0005886; GO:0009306; GO:0016021; GO:0044780"	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]"	"bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]"	""	"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]"	""	"PF00771;"	"ENOG4105D7B;COG1298;"	"Bacteria"	""	"Proteobacteria"	"cellular organisms, Bacteria, Proteobacteria, Gammaproteobacteria, Enterobacterales, Enterobacteriaceae, Salmonella, Salmonella choleraesuis, Salmonella enterica I, Salmonella typhimurium, Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)"	"type:5prime_partial"	"len:101"	"TRINITY_DN45733_c1_g2_TRINITY_DN45733_c1_g2_i1_g.20130_m.20130:1017-715(-)"	"gi"	390340288	"ref"	"XP_783566.2"	"PREDICTED: NF-kappa-B-activating protein [Strongylocentrotus purpuratus]"	68.6	137	42	1	607	1014	331	467	3e-42	181
